age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
1,,108775,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,2,Dominican-Republic,<=50K
0,Private,278391,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,Nicaragua,<=50K
4,Private,349898,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,219441,10th,6,Never-married,Sales,Unmarried,Other,Female,0,0,1,Dominican-Republic,<=50K
0,Private,173255,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,1,0,1,United-States,<=50K
1,Private,213308,Assoc-voc,11,Separated,Adm-clerical,Own-child,Black,Female,0,0,3,United-States,<=50K
0,Private,193773,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,1,United-States,<=50K
4,Private,114011,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Female,0,0,0,United-States,<=50K
4,Private,293399,11th,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,127306,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,4,0,2,United-States,>50K
0,Local-gov,188950,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,1,United-States,<=50K
4,Private,24515,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,552354,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,163021,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,61885,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
2,Self-emp-not-inc,182898,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
2,Private,183092,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
3,Private,30289,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
2,Private,469056,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0,0,1,United-States,<=50K
4,Private,145574,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,302041,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
4,Private,32552,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
0,Federal-gov,163870,Some-college,10,Never-married,Armed-Forces,Other-relative,White,Male,0,0,2,United-States,<=50K
3,Private,208748,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,2,Dominican-Republic,<=50K
1,Local-gov,84119,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Local-gov,336010,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,Private,389270,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,>50K
1,Private,240389,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
0,Private,149457,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,81534,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,4,Japan,>50K
1,Self-emp-not-inc,80933,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Local-gov,190660,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,>50K
2,Private,58343,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,1,0,2,United-States,>50K
1,Private,126402,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Female,0,0,3,United-States,<=50K
2,Local-gov,318280,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,3,United-States,>50K
1,Local-gov,80058,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,4,United-States,<=50K
2,Private,157367,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,1,,<=50K
1,Local-gov,33727,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,<=50K
1,Private,160216,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1,,<=50K
4,Self-emp-not-inc,124449,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,4,0,United-States,>50K
1,Private,235271,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
3,Private,121124,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
2,Self-emp-not-inc,144218,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,94334,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,1,United-States,<=50K
4,Self-emp-inc,169982,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
3,Private,133969,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,1,0,4,Japan,<=50K
4,Local-gov,205580,5th-6th,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
1,Local-gov,177794,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,194850,Some-college,10,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,2,Mexico,<=50K
2,Private,197240,12th,8,Married-civ-spouse,Sales,Husband,White,Male,3,0,2,United-States,>50K
3,Private,101338,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Local-gov,209213,Bachelors,13,Never-married,Prof-specialty,Other-relative,Black,Male,0,0,0,United-States,<=50K
1,Private,291968,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,2,United-States,>50K
1,Private,302406,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
2,Self-emp-not-inc,29054,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,4,United-States,<=50K
3,Federal-gov,349230,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,2,2,United-States,>50K
2,Local-gov,101481,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,233639,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
4,Local-gov,31725,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,375655,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0,0,3,United-States,<=50K
4,,41517,11th,7,Married-spouse-absent,,Unmarried,Black,Female,0,0,0,United-States,<=50K
2,Private,414683,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,194352,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
4,Local-gov,153602,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,2,0,2,United-States,<=50K
4,Local-gov,34878,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
4,,315728,HS-grad,9,Widowed,,Unmarried,White,Female,1,0,4,United-States,<=50K
2,Local-gov,178222,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
2,Local-gov,56841,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
0,Private,110684,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
2,Self-emp-inc,37997,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,128432,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,171888,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Self-emp-inc,183784,10th,6,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,219262,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,242597,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,,127388,Some-college,10,Never-married,,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,80680,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,301227,5th-6th,3,Separated,Priv-house-serv,Unmarried,Other,Female,0,0,1,Mexico,<=50K
1,Self-emp-not-inc,201930,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Local-gov,176616,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,353219,9th,5,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Federal-gov,435503,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,Federal-gov,100345,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,36275,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K
3,Private,110794,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Federal-gov,76313,HS-grad,9,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,0,0,3,United-States,<=50K
1,Private,121308,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,State-gov,103406,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,>50K
0,Private,455361,9th,5,Never-married,Other-service,Unmarried,White,Male,0,0,1,Mexico,<=50K
2,Private,225263,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,1,3,United-States,<=50K
2,Private,185325,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,27939,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,3,United-States,<=50K
0,Private,383603,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,226629,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,2,Mexico,<=50K
2,Private,299197,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
1,Local-gov,202558,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,157473,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,,409842,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
4,Private,144056,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,2,United-States,<=50K
0,Private,205838,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,115326,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,24529,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Male,0,0,0,United-States,<=50K
4,Self-emp-not-inc,67841,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,351381,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,190027,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,193494,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
2,Private,187720,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Private,52963,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,190511,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,1,0,1,United-States,<=50K
1,Private,282979,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,3,United-States,>50K
2,Private,166549,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,>50K
2,Private,169249,HS-grad,9,Separated,Other-service,Other-relative,Black,Male,0,0,2,United-States,<=50K
0,Private,28119,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,323810,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,210498,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,210534,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,Mexico,<=50K
1,Self-emp-not-inc,112650,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
1,State-gov,318891,Assoc-acdm,12,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,228465,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,<=50K
4,Private,183213,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Male,4,0,3,United-States,>50K
0,Private,175540,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,176634,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,1,United-States,>50K
2,Private,201259,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,4,United-States,<=50K
1,Local-gov,202286,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,2,United-States,<=50K
2,Local-gov,578377,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,<=50K
1,Private,509500,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,2,0,2,United-States,>50K
3,Local-gov,324021,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,107737,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,State-gov,129865,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
3,Private,103586,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,172891,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
3,Local-gov,207449,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,209103,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,>50K
1,Private,209292,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0,1,Dominican-Republic,<=50K
3,Private,144361,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,3,2,United-States,>50K
2,Private,889965,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,1,0,1,United-States,<=50K
0,Private,311795,12th,8,Never-married,Sales,Own-child,Black,Female,0,0,0,United-States,<=50K
2,Private,155972,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,>50K
3,Private,291783,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Private,462180,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
1,Private,308540,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
3,Federal-gov,106252,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,140713,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,2,Jamaica,>50K
1,Private,162312,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,0,Philippines,<=50K
4,Self-emp-inc,253062,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
2,Federal-gov,359249,Some-college,10,Separated,Adm-clerical,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,Private,231413,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
1,Private,30565,HS-grad,9,Married-AF-spouse,Other-service,Wife,White,Female,0,0,2,United-States,>50K
3,Private,105138,HS-grad,9,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
1,Local-gov,178383,Some-college,10,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,2,United-States,<=50K
2,Private,232421,HS-grad,9,Married-spouse-absent,Transport-moving,Not-in-family,Other,Male,0,0,1,Canada,<=50K
1,Private,130369,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,336329,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
1,Local-gov,337867,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Private,223548,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Mexico,<=50K
2,State-gov,506329,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4,0,2,,>50K
3,Private,64479,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,428499,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,3,United-States,>50K
0,,412156,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,2,Mexico,<=50K
1,Self-emp-not-inc,182177,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,3,2,United-States,>50K
3,Local-gov,129972,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
1,Self-emp-not-inc,186420,Masters,14,Separated,Tech-support,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Self-emp-inc,203488,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
3,State-gov,314770,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,3,United-States,<=50K
2,Private,319248,10th,6,Never-married,Other-service,Unmarried,White,Female,0,0,1,Mexico,<=50K
1,Local-gov,236415,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
3,,151584,Some-college,10,Never-married,,Not-in-family,White,Male,3,0,3,United-States,>50K
0,,133983,Some-college,10,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,81220,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,Canada,<=50K
3,Private,151087,HS-grad,9,Separated,Prof-specialty,Other-relative,Other,Female,0,0,2,Puerto-Rico,<=50K
1,Private,322171,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,>50K
2,Local-gov,106982,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,227856,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
4,,37591,Bachelors,13,Widowed,,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Self-emp-inc,150533,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,3,United-States,>50K
1,Private,211184,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
0,Private,136610,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
0,,163085,HS-grad,9,Separated,,Own-child,White,Male,0,0,0,United-States,<=50K
2,Federal-gov,218062,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Private,201799,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,150717,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,94391,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
2,Private,82161,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,310014,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,399022,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,24106,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,Philippines,>50K
1,Private,257863,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,379393,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,335716,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,133861,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,4,0,3,United-States,>50K
0,Private,240137,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,3,Mexico,<=50K
4,Self-emp-not-inc,39610,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,193855,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,149650,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,4,3,United-States,>50K
0,Private,36058,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Local-gov,93535,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,112952,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,3,United-States,<=50K
2,,507086,HS-grad,9,Divorced,,Not-in-family,Black,Female,0,0,1,United-States,<=50K
4,Private,195868,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
0,Private,276851,HS-grad,9,Divorced,Protective-serv,Own-child,White,Female,0,2,2,United-States,<=50K
0,,39901,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,3,United-States,<=50K
1,Local-gov,33124,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
3,Private,419732,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,171095,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,235205,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,145964,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,0,0,2,United-States,>50K
1,Local-gov,72338,HS-grad,9,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,3,United-States,<=50K
3,Private,153870,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
0,Private,198830,11th,7,Never-married,Adm-clerical,Other-relative,White,Female,0,0,0,United-States,<=50K
0,Private,267040,10th,6,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Private,659558,12th,8,Widowed,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,186144,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,Other,Female,0,0,2,Mexico,<=50K
2,Private,57233,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,379798,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,102884,Bachelors,13,Married-civ-spouse,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,173611,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,352207,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,Self-emp-not-inc,241998,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
3,Private,279129,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
1,Private,177057,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,101709,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
0,Private,313702,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,227359,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,118550,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,285004,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,1,South,<=50K
2,Private,280169,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,167280,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,334783,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,258276,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,1,0,2,,<=50K
1,Local-gov,335015,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,61272,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,106544,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,144169,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,266091,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,1,0,3,Cuba,<=50K
3,Private,132304,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,Scotland,<=50K
2,Private,170174,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,203451,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,109917,7th-8th,4,Separated,Craft-repair,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Local-gov,231196,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,141308,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,193047,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,211301,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,125784,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,152176,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,130126,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
4,Federal-gov,30111,Some-college,10,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
