f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,clase
0.0648285,0.0669355,0.113937,0.0592922,0.0600092,0.0593743,0.0570263,0.059841,0.0601655,0.0596601,0.0619668,-0.029573,0.0667948,0.0617152,0.0553331,-0.526303,0.0561442,-0.200857,0.0589747,-0.00266615,0.045633,0.0596241,-0.20641,0.0341886,0.0597971,0.0563491,0.43418,0.0600191,0.058953,0.0686817,0.0799265,0.0614498,0.0629899,0.0563147,0.0598119,0.0608102,0.0623922,0.0632428,0.0577457,0.0605346,-0.00254383,0.435887,0.0615019,0.050825,0.0599418,0.0610847,0.0604574,0.079933,0.0606272,0.060099,1
0.0622181,0.0628497,-0.082511,0.0623826,0.0599376,0.0600186,0.0588401,0.0592513,0.0577491,0.0597451,0.0575193,-0.498257,0.0577864,0.0680845,0.0515427,-0.321989,0.0551062,0.314744,0.0587892,-0.0026945,0.0069939,0.0592423,-0.126882,0.03591,0.0587485,-0.0400757,0.184205,0.0606457,0.0601401,0.0495754,0.109654,0.0502799,0.0734019,0.519926,0.0595051,0.0588233,0.0627409,0.0758599,0.0551121,0.0607954,0.141537,-0.55217,0.0527757,0.234507,0.0607281,0.0628585,0.0335508,0.0867563,0.0747437,0.0593918,1
0.0630363,0.0487472,0.029187,0.0598428,0.0599977,0.0605185,0.0600333,0.0592598,0.0605863,0.0604914,0.0619566,2.23388,0.0625832,0.0582086,0.0530391,0.138252,0.0611537,-0.125574,0.0600594,-0.00267833,0.0668643,0.059585,-0.205862,0.085514,0.061029,0.0659135,0.383285,0.0618698,0.060778,0.0636846,0.0573921,0.0653269,0.0584682,-1.6086,0.0597189,0.0589766,0.0494641,0.0565422,0.0685972,0.0601003,0.804986,0.303653,0.0355835,0.0339826,0.0599418,0.0587109,0.066364,0.0672921,0.058965,0.0617234,1
0.11535,0.0740945,-0.262677,0.0609319,0.0602008,0.0594877,0.05321,0.0604361,0.0618118,0.059721,0.0574556,-0.587617,0.0570242,0.0565072,0.0522832,-0.517524,0.0556584,0.133141,0.0607869,-0.00270057,0.0836576,0.0618228,-0.55305,0.0446446,0.0609613,0.0965304,-0.231597,0.0681422,0.0614538,0.0509911,0.109034,0.0512669,0.0516108,0.312693,0.0595245,0.0591795,0.0457248,0.0595025,0.0565431,0.0593899,-0.277341,-0.436292,0.0511478,0.0282047,0.0599418,0.059931,0.0768787,0.0491782,0.0592191,0.0600641,1
0.0519539,0.0671665,-0.553866,0.058622,0.0602866,0.0612365,0.0571518,0.0610059,0.0597585,0.0591079,0.0655808,-0.33434,0.0534539,0.0641587,0.0556465,-0.466012,0.057058,0.201414,0.0586353,-0.00268508,0.0453992,0.0596667,0.0569205,0.0435208,0.0595046,0.0402639,-0.663004,0.0636553,0.0601798,0.0568758,0.0425325,0.0629894,0.060466,0.710501,0.060511,0.0594142,0.056275,0.0636279,0.0616211,0.0603924,-0.159618,0.345972,0.0519165,0.118304,0.0601357,0.0599996,0.0511705,0.0344113,0.0635678,0.0591567,1
0.0697106,0.0774605,-0.407956,0.0614791,0.0599376,0.0597281,0.0552595,0.0595278,0.0601372,0.0598833,0.0561518,-0.608399,0.0654361,0.0673152,0.0532318,-0.699684,0.0550159,-0.102106,0.0593132,-0.00269287,0.0221466,0.059307,-0.132994,0.0306047,0.0603197,-0.00296833,-0.0847399,0.0573088,0.0594395,0.0387978,0.103092,0.0530115,0.0718524,0.903592,0.0605162,0.0600442,0.0749149,0.0750315,0.0567236,0.0611557,-0.573415,0.0674446,0.129699,0.142507,0.0601475,0.0621297,0.0517012,0.0815676,0.0594404,0.0591339,1
0.0477114,0.0516333,-0.032427,0.0591868,0.0600086,0.0603695,0.0639234,0.060104,0.0576675,0.0603383,0.0593142,0.618159,0.0685486,0.0599593,0.0589904,0.149909,0.0612719,-0.302864,0.0598244,-0.00267005,0.065057,0.0595994,0.168571,0.0654693,0.0604278,0.0689003,-0.964719,0.0603604,0.0589837,0.069695,0.0548866,0.0648835,0.0487564,-0.512755,0.0601669,0.0613902,0.0559504,0.0452971,0.0588174,0.0602147,0.267922,0.395827,0.0605894,0.0238702,0.0599418,0.0597153,0.0626593,0.0405865,0.0321279,0.0600319,1
0.0517578,0.0579671,-0.0494567,0.0597606,0.0599737,0.0614525,0.0526931,0.0611125,0.0582286,0.0603975,0.0591035,-0.0721205,0.0558227,0.0592471,0.0609027,-0.0171964,0.060004,-0.0506945,0.0600506,-0.0026949,0.0638132,0.0600616,-0.0137058,0.0663548,0.0610042,0.0712136,-0.0130034,0.0508276,0.0616414,0.0424621,0.0178148,0.0570542,0.0587991,0.696257,0.0605629,0.059291,0.110899,0.0641786,0.0580092,0.0596563,-0.277341,-0.314137,0.0826854,0.0986481,0.0599418,0.0593468,0.0647074,0.0310931,0.0393994,0.0594035,1
0.0531803,0.056024,0.336635,0.0617104,0.0603294,0.058366,0.0655241,0.0608535,0.0673695,0.061556,0.0617862,-0.00994547,0.0612532,0.0643037,0.0554607,-0.359624,0.0604113,0.00671779,0.060964,-0.00268483,0.0563349,0.0594188,-0.316122,0.0884886,0.0604059,0.0682012,0.826271,0.0527477,0.0617533,0.0302538,0.00420245,0.0572388,0.0452074,0.834341,0.0625078,0.0607264,0.111625,0.0415194,0.0505208,0.0594008,-0.584793,-0.387174,0.129292,0.116613,0.0599418,0.0587458,0.0609436,0.027103,0.0332046,0.0601905,1
0.069011,0.0428676,0.739317,0.0620355,0.0601124,0.0588085,0.0594425,0.0605378,0.0566934,0.0603787,0.0490845,0.782181,0.0685437,0.0549036,0.0733075,1.05951,0.0624256,1.48496,0.0606106,-0.00269413,0.136245,0.0602854,-0.512872,0.0351882,0.0584082,0.0755483,0.480788,0.0670025,0.0613897,0.0734262,0.0852247,0.0457843,0.0565467,0.649293,0.0593966,0.0599805,0.0495297,0.0491048,0.0703548,0.0591436,0.730323,0.567231,0.0418108,-0.00968955,0.0599418,0.0577442,0.0721308,0.102905,0.0727984,0.0608503,1
0.0659649,0.0722824,-0.0833273,0.0600696,0.0599376,0.0576382,0.0591385,0.05857,0.0628372,0.0600832,0.0634141,2.23862,0.068337,0.0616239,0.0474095,-0.75146,0.0555016,-0.249237,0.0602298,-0.00268959,0.0468473,0.0587152,-0.45192,0.0545466,0.0607432,0.0593972,-0.93455,0.0596233,0.0594654,0.0537242,0.0697255,0.065526,0.0742167,-1.5771,0.0599662,0.0620195,0.0524666,0.0770237,0.0548716,0.0601439,-0.161684,-0.178335,0.0714679,0.0481358,0.0599418,0.059948,0.0620865,0.065309,0.0357129,0.0603316,1
0.0548734,0.0720579,0.00144869,0.0599502,0.0596752,0.0584478,0.0566678,0.0603485,0.0756156,0.0598771,0.106272,2.15301,0.0582885,0.0693011,0.0456821,-0.705153,0.056101,-0.201433,0.0596952,-0.00268326,-0.0296918,0.060332,-0.371285,0.0530205,0.0605516,-0.0513104,-0.710444,0.0631001,0.0599774,0.0574421,0.0783959,0.0632464,0.0602912,-1.15581,0.0599574,0.0609459,0.0552224,0.0656434,0.0583718,0.0603523,0.0191385,-0.156836,0.058589,0.405134,0.0611787,0.0596075,0.0443089,0.0354745,0.0432501,0.0600509,1
0.0744764,0.10429,-0.492109,0.0587918,0.0601135,0.0605083,0.0484741,0.0580387,0.0658073,0.0585706,0.0654293,-0.249141,0.0690473,0.0627976,0.0459515,-0.960933,0.0543456,-0.301754,0.060302,-0.00267888,0.0359092,0.0594513,-0.345441,0.0349898,0.0603526,0.0320886,-0.989688,0.0653524,0.0580191,0.0536068,0.081084,0.0657661,0.0562507,0.507145,0.0605542,0.0621416,0.049922,0.0711458,0.0487453,0.0607886,-0.785431,0.180437,0.0939715,0.131354,0.0602937,0.0605395,0.064781,0.0444756,0.0704296,0.0610068,1
0.0475616,0.046991,-0.390491,0.059272,0.060136,0.0630713,0.0589073,0.0612506,0.0597507,0.0615981,0.0609502,0.599239,0.0689669,0.0606119,0.0675885,0.932031,0.0656398,-0.0866751,0.0601981,-0.00269745,0.058867,0.0591513,-0.135843,0.0627886,0.0609364,0.0576111,-0.209005,0.0541623,0.0613338,0.0551021,0.0178707,0.0562438,0.0503785,-0.000321839,0.0601368,0.0603682,0.0692717,0.0363345,0.0601908,0.0594232,0.19118,-0.576632,0.0446204,0.0956973,0.0600162,0.0591789,0.0576538,0.0287764,0.0332667,0.0595741,1
0.0776233,0.058414,0.0755212,0.0600896,0.0601484,0.0594861,0.0541269,0.0595526,0.0632157,0.0591283,0.0639036,1.56602,0.0652461,0.0669526,0.0533458,-0.188072,0.0583456,-0.0492019,0.0594652,-0.00268319,0.0190335,0.0598142,-0.221429,0.0520528,0.0602896,0.0187297,0.522429,0.0585167,0.0600823,0.0565464,0.0591028,0.0576484,0.0574469,-0.422505,0.060814,0.061296,0.0585978,0.0532227,0.0590839,0.0598578,0.0528076,-0.257858,0.0552693,0.133739,0.0606647,0.0600835,0.0535717,0.0397123,0.0504023,0.0593701,1
0.0373377,0.0683225,0.122172,0.0591351,0.0603197,0.0574054,0.063795,0.0604312,0.0670683,0.059999,0.0661526,0.229019,0.0557838,0.0638138,0.0535106,-0.556618,0.0574151,-0.193959,0.0607678,-0.00266991,0.047615,0.0593768,-0.307834,0.0680236,0.0610578,0.0390852,-0.905971,0.0523946,0.0598313,0.0445878,0.0220882,0.0647018,0.0666633,0.369211,0.0608668,0.0624963,0.117307,0.0691912,0.052056,0.059825,-0.664057,-0.150507,0.0898079,0.118567,0.0599418,0.0592902,0.0610245,0.0356354,0.0315177,0.0590422,1
0.0738551,0.0523039,-0.120121,0.0585586,0.0604849,0.0601345,0.055496,0.0600786,0.0621861,0.0594525,0.0643181,0.232505,0.0562469,0.0680992,0.0612963,0.207183,0.0602292,-0.287143,0.0598138,-0.00268021,0.00984629,0.0600094,0.666471,0.0365149,0.0610343,0.0433376,0.843609,0.0611945,0.0593784,0.0630177,0.0647246,0.0621362,0.054307,-0.400732,0.0600551,0.0600679,0.0542431,0.0571024,0.0668874,0.060836,0.516626,0.160508,0.0478968,0.0736525,0.0604393,0.0608667,0.0441384,0.0551458,0.0450105,0.0596327,1
0.0731767,0.0650471,-0.020045,0.0603895,0.0599691,0.0594637,0.053819,0.0592059,0.0610091,0.0598456,0.0608123,2.23823,0.066273,0.062675,0.0477323,-0.495308,0.0561147,-0.169074,0.0595524,-0.00269019,0.0488049,0.0591299,-0.353133,0.0445522,0.0609737,0.0455299,0.463033,0.0615305,0.0601282,0.0563323,0.0903689,0.0578922,0.054447,-1.09275,0.0596959,0.0606107,0.0605646,0.0603066,0.057925,0.060284,0.236068,-0.240953,0.0510584,0.0589601,0.0599418,0.0603213,0.0620236,0.0606988,0.0498044,0.0596824,1
0.064004,0.062387,0.0201058,0.0609988,0.0599376,0.0605102,0.0582549,0.0597343,0.0588249,0.0594248,0.0585392,0.425533,0.0508146,0.0577996,0.0484218,-0.417473,0.0565918,0.346041,0.0595616,-0.00269588,0.0764822,0.059169,-0.293092,0.0536354,0.0609641,0.0655318,0.573151,0.0599315,0.0602901,0.0558043,0.085964,0.0574366,0.0562168,-0.461631,0.0592208,0.0592038,0.0502895,0.0614394,0.0623382,0.0600181,0.270492,0.0837358,0.0497562,0.0712563,0.0599418,0.0602743,0.0650052,0.0601595,0.0370532,0.0607701,1
0.0885222,0.0604544,0.104601,0.0591394,0.0600047,0.0574054,0.0524609,0.0585471,0.0638341,0.0591726,0.0667242,0.542606,0.0678874,0.0695675,0.0468698,-0.69028,0.0566994,-0.294576,0.0590002,-0.00266383,-0.00393875,0.0608089,-0.255365,0.0489344,0.0609745,0.00342608,-0.96593,0.0633119,0.0590801,0.0656307,0.0762187,0.0674089,0.0641167,-1.40309,0.0599573,0.0613973,0.0468576,0.0643643,0.0545827,0.0604808,0.0820529,0.250472,0.0636482,0.277191,0.0610831,0.0598935,0.0498172,0.0477557,0.0535091,0.060569,1
0.0586258,0.0519995,-0.106311,0.0604631,0.0599624,0.0611172,0.0570397,0.0596088,0.0600659,0.060378,0.0613817,1.96691,0.0621951,0.0552494,0.0530868,-0.111607,0.0607585,-0.1697,0.0608506,-0.00268906,0.0890939,0.0598529,-0.401489,0.123828,0.0601346,0.0843177,-0.134164,0.0615537,0.0596211,0.0668008,0.0388027,0.0600754,0.0572143,-2.34292,0.0594529,0.0604909,0.050231,0.0534353,0.0681449,0.0594492,0.444308,0.617025,0.0390506,0.028195,0.0599418,0.0580415,0.0657394,0.0574414,0.0607488,0.0610582,1
0.0458726,0.0735973,-0.615328,0.0601429,0.0599376,0.0574054,0.0816965,0.0603371,0.0643581,0.0601524,0.0582263,-1.20923,0.0469322,0.0564332,0.0609432,-0.523305,0.0564246,-0.0321691,0.0619993,-0.00267624,0.069721,0.0600125,-0.300056,0.0469276,0.0606317,0.0858657,0.32454,0.0593538,0.0607751,0.0323914,0.0509347,0.0582842,0.0782387,0.97036,0.0612432,0.0620348,0.0663118,0.0875854,0.0497324,0.0604089,-0.841627,-0.246112,0.135358,0.0512424,0.0599418,0.0605196,0.0652212,0.0368017,0.0643951,0.05798,1
0.0524556,0.0704254,-0.249684,0.0604864,0.0599722,0.0599648,0.0520488,0.0603674,0.0537083,0.0603014,0.0560015,-0.310221,0.0659225,0.0596362,0.0503336,-0.600282,0.0560359,-0.0526622,0.0587249,-0.00269541,0.0587394,0.0592958,-0.312545,0.0596211,0.0597772,0.0622513,0.347906,0.0616772,0.0603573,0.0653782,0.0708088,0.0597938,0.0495842,0.425974,0.0597251,0.0599475,0.0525455,0.0565062,0.0653457,0.0601606,0.339777,0.172635,0.0506091,0.0266377,0.0599418,0.0603214,0.0604636,0.0644491,0.0482185,0.0594965,1
0.0858716,0.0685158,-0.241211,0.0589895,0.0599808,0.0610513,0.0581755,0.0599447,0.0648675,0.0590713,0.0636083,-0.157104,0.0678406,0.0689813,0.0532159,-0.567744,0.0569406,-0.0981073,0.0603611,-0.00268878,0.00928865,0.0604205,-0.152415,0.0301678,0.0601929,0.0474098,-0.833223,0.058596,0.05907,0.0478288,0.042433,0.0586991,0.0801562,0.232828,0.0618551,0.0611658,0.0587888,0.079059,0.0578402,0.060613,0.0580395,-0.513199,0.0602285,0.10855,0.0607193,0.0609156,0.04714,0.0549469,0.0367329,0.0601738,1
0.0613028,0.0768053,-0.451668,0.058927,0.0599954,0.0605764,0.0603599,0.0611796,0.058509,0.0597811,0.0591536,-1.08551,0.0629348,0.0556174,0.0551371,-0.660346,0.0567634,0.215821,0.0600636,-0.00268973,0.0978397,0.0634368,-0.406017,0.0790995,0.0579636,0.0964833,0.653448,0.060277,0.0602043,0.0390659,0.0593989,0.0593817,0.064571,1.0747,0.0600259,0.0603933,0.0515033,0.0742461,0.055164,0.05959,-0.741525,-0.0649936,0.0986448,0.0305925,0.0599996,0.0591375,0.0690581,0.0336382,0.0490918,0.0615765,1
0.104937,0.0794296,-0.130253,0.0615052,0.060055,0.0574054,0.0570167,0.0566366,0.070729,0.0593408,0.0600729,0.35439,0.0468687,0.0603251,0.0479654,-0.526319,0.0540439,-0.161705,0.0611295,-0.00269256,0.060947,0.0592413,-0.267287,0.0299687,0.0603591,0.0645023,-0.292593,0.0658653,0.0601649,0.0513525,0.171315,0.0474996,0.0607642,0.00232768,0.0590494,0.0593197,0.0511007,0.0637713,0.0625373,0.0608753,-0.277619,-0.348331,0.0638506,0.0732098,0.0599418,0.0629337,0.0728408,0.137202,0.228081,0.0582023,1
0.0618186,0.0522036,-0.131097,0.0600722,0.0600452,0.0611178,0.0597322,0.0598907,0.063312,0.0604946,0.0652505,2.06359,0.0645017,0.0568357,0.0549405,-0.0940407,0.0605276,-0.188899,0.0614777,-0.00269106,0.0955481,0.0588652,-0.353522,0.146716,0.0608377,0.0736578,-0.354895,0.0605998,0.059167,0.0650525,0.0242347,0.0650882,0.0453507,-1.94808,0.0595201,0.0606428,0.0545271,0.0389789,0.0670834,0.0593118,0.480705,0.812819,0.0383076,0.0113469,0.0599418,0.058056,0.0616562,0.049209,0.0660807,0.0607506,1
0.0280624,0.0611554,-0.510388,0.0601603,0.0599376,0.0624292,0.0756285,0.0607826,0.0611178,0.0610806,0.0598174,-0.779387,0.0672615,0.0557473,0.0595177,-0.421189,0.0597669,-0.0836021,0.0620052,-0.00267315,0.0874396,0.059974,-0.269537,0.0916162,0.0606242,0.0952171,-0.0297492,0.0548108,0.0603069,0.0427097,0.00281391,0.0618937,0.057439,0.88204,0.0610409,0.060309,0.090039,0.0780734,0.0530053,0.0597082,-0.835703,-0.0171693,0.110522,0.0579798,0.0599418,0.0587565,0.0692574,0.023397,0.0312898,0.0612722,1
0.0681855,0.0537392,-0.0524565,0.061893,0.060076,0.0584792,0.0537304,0.0602878,0.0590896,0.0600472,0.0562716,-0.14532,0.054418,0.0644519,0.0596332,-0.349942,0.056398,0.409877,0.0594169,-0.00269818,0.0562509,0.0588806,-0.522378,0.0365696,0.0599014,0.0592781,0.49215,0.0648098,0.0595798,0.0531075,0.0785816,0.0572359,0.0770414,0.88261,0.0593838,0.0601363,0.0475111,0.0784094,0.0564479,0.0597755,0.471447,-0.621743,0.0641917,0.00642377,0.0599764,0.0623422,0.0513133,0.0887751,0.0567692,0.0598558,1
0.0614308,0.0529619,0.0179733,0.060056,0.0599897,0.0600014,0.0601653,0.0602484,0.0565077,0.0600503,0.0566721,-0.147666,0.0660666,0.0558644,0.0635046,0.00341862,0.0599542,-0.145017,0.059991,-0.00267721,0.0839983,0.0604634,-0.0740242,0.0752992,0.0610289,0.0760425,0.0102276,0.0630085,0.0603557,0.0738763,0.0676819,0.0648142,0.0520064,0.145679,0.0596977,0.0595945,0.0532167,0.0451289,0.0636405,0.0599522,0.186067,0.605801,0.0516115,-0.00434501,0.0599679,0.0588767,0.0688404,0.0603538,0.0540828,0.0610056,1
0.0434317,0.060977,-0.342768,0.0601027,0.0600315,0.0599447,0.0608099,0.0609076,0.0657309,0.0606077,0.0611097,-0.450102,0.0653582,0.0619329,0.0714438,0.0702281,0.0590328,0.170506,0.0616668,-0.00271542,0.0508444,0.0593019,-0.496088,0.0620242,0.0587121,0.0715448,0.477571,0.0538207,0.0638043,0.0512696,0.0203266,0.0478482,0.0665448,0.81335,0.0601625,0.057739,0.0743991,0.0742757,0.0684746,0.0595272,-0.484985,-0.83618,0.0568191,0.0831691,0.0599887,0.0595756,0.0624248,0.0428536,0.040625,0.0588825,1
0.0548242,0.0670907,-0.326015,0.0600375,0.0600515,0.059912,0.0608085,0.0604915,0.0578438,0.0598789,0.0573727,-0.82552,0.0617329,0.0551268,0.0584522,-0.624949,0.0559375,-0.065644,0.0587254,-0.00268261,0.0987738,0.0597978,-0.393948,0.0462175,0.0608934,0.0724423,1.15773,0.0630903,0.0603657,0.0711075,0.0549441,0.0623302,0.0644439,0.604655,0.0595562,0.0589448,0.0484266,0.0629355,0.064662,0.0601474,0.522282,0.932809,0.0384546,1.01229e-05,0.0599418,0.0604091,0.0627366,0.0747798,0.101783,0.0596203,1
0.068243,0.050422,0.0503134,0.0606566,0.0599638,0.0596916,0.0601528,0.0605556,0.0544453,0.0604675,0.0532571,-0.319994,0.0581027,0.0573765,0.0639509,0.0456473,0.0579369,-0.154619,0.0590423,-0.00268018,0.065156,0.0598607,0.251814,0.0380999,0.0594889,0.0585042,1.10445,0.0607457,0.060189,0.0684904,0.0996955,0.0572834,0.0686104,0.54245,0.0596839,0.0584636,0.0575822,0.0722579,0.0667927,0.0605448,0.559898,0.611362,0.0469775,0.0209531,0.0599418,0.0616045,0.0628596,0.0851636,0.0662921,0.0596832,1
0.0730511,0.060416,-0.0337229,0.0603441,0.0601615,0.0592204,0.0596882,0.0611351,0.0579004,0.0591109,0.0547293,-0.779936,0.0613808,0.0550726,0.0727756,-0.451545,0.057671,0.283623,0.0596024,-0.00270193,0.0922163,0.0603452,-0.399714,0.0454661,0.0587585,0.0731537,0.688848,0.0590166,0.0596563,0.0699296,0.0419515,0.0586981,0.0717193,0.962056,0.0593111,0.0574613,0.0432103,0.0740959,0.0648673,0.0595829,0.147974,0.870658,0.057259,-0.0124221,0.0599418,0.0604842,0.0698133,0.0640581,0.0763765,0.0621445,1
0.0748393,0.0671012,0.0692919,0.0608608,0.0599376,0.0600256,0.0592204,0.0584661,0.0598111,0.0603869,0.0562939,0.678628,0.0688124,0.0577785,0.0486438,-0.593235,0.0554669,0.134809,0.0600254,-0.00269203,0.0597731,0.0593857,-0.339972,0.0307734,0.0583999,0.0655928,0.514813,0.0621255,0.0600532,0.05591,0.103214,0.0585222,0.0669705,-0.0606993,0.059204,0.0598509,0.0473188,0.0688514,0.0584187,0.0607585,0.204054,-0.219219,0.0627912,0.0264054,0.0599418,0.0613363,0.0630749,0.112705,0.0444943,0.060688,1
0.0809889,0.0594914,0.070751,0.0601513,0.0601652,0.0596571,0.0654576,0.0601231,0.0631957,0.0607442,0.0627351,0.448125,0.061838,0.0564931,0.0527529,-0.630666,0.0582242,-0.0904497,0.0606506,-0.00267556,0.0934507,0.0598782,-0.618041,0.460951,0.0600153,0.0778691,-0.831041,0.065951,0.0583524,0.0693271,0.0455393,0.05388,0.0475297,-0.964677,0.0593532,0.0607976,0.0539748,0.0375568,0.0661486,0.0589982,0.437076,1.36142,0.0347508,0.00205273,0.0599418,0.0572742,0.0619149,0.0729802,0.139447,0.0613104,1
0.0657306,0.0495127,-0.191373,0.0596228,0.0600028,0.0619943,0.060002,0.0598227,0.0592094,0.0603549,0.0618809,1.51545,0.0641513,0.0622332,0.0553149,0.22823,0.0612024,-0.11675,0.0600225,-0.00267527,0.0418804,0.0596955,0.202439,0.0711827,0.0610842,0.0600394,0.833856,0.0615288,0.060227,0.0617284,0.0580534,0.0645936,0.0574234,-1.82955,0.0600427,0.060426,0.0530767,0.0585714,0.0645618,0.0600765,0.568349,-0.391038,0.0403403,0.0405281,0.0599635,0.0596993,0.0601177,0.0527882,0.0530701,0.0604232,1
0.0313694,0.0570486,0.109479,0.0590894,0.0602689,0.0574054,0.0627417,0.0605521,0.0645547,0.0614974,0.0774267,2.00408,0.0652601,0.0638617,0.052425,-0.258107,0.0596591,-0.25489,0.0603084,-0.00267813,0.0495118,0.0595733,-0.285917,0.0828606,0.0604101,0.0415686,-0.929318,0.054174,0.0590951,0.0617548,0.0331849,0.0660121,0.0495417,-1.2288,0.0602148,0.0617973,0.0699349,0.0474511,0.059904,0.0597819,-0.0256566,0.231792,0.0557398,0.162325,0.0604539,0.0589777,0.0582477,0.0296374,0.0299473,0.0599989,1
0.0585907,0.0717146,0.0472166,0.0600089,0.0599376,0.0580028,0.055796,0.0614656,0.0597097,0.0593618,0.0579108,-0.485743,0.0631913,0.055491,0.058564,-0.66543,0.0574739,0.0394983,0.061601,-0.00269885,0.0790569,0.0617647,-0.609337,0.0820751,0.0584841,0.0958711,-0.317377,0.057221,0.0609372,0.0528345,0.0155056,0.053055,0.0538212,0.467853,0.0599462,0.060748,0.0583801,0.0537819,0.0591443,0.0591085,-0.649422,-0.00601892,0.0578414,0.0205152,0.0599418,0.0580548,0.0689168,0.0321694,0.0848412,0.0587858,1
0.0879049,0.060662,-0.0700066,0.0590883,0.0603053,0.0606313,0.061344,0.0596167,0.066543,0.0602629,0.0652597,1.85046,0.0502469,0.0669733,0.0522457,-0.333294,0.0580054,0.0930789,0.0596552,-0.00268971,0.0135108,0.0604511,-0.418705,0.0588156,0.0598368,0.015478,-0.902315,0.061067,0.0605765,0.0535654,0.0459071,0.0577998,0.0621708,-0.660931,0.0605516,0.0606328,0.0736168,0.0608597,0.0612588,0.0595597,0.175617,-0.395255,0.0518288,0.204085,0.0608111,0.0595555,0.0493349,0.0496028,0.0320091,0.0597769,1
0.0548432,0.0520005,0.134467,0.0599809,0.0599376,0.059915,0.0732266,0.0608575,0.0527944,0.060516,0.053669,-0.714322,0.0686343,0.0574021,0.0728635,-0.0155788,0.0606611,-0.175124,0.0600165,-0.00267975,0.0834536,0.060311,-0.0310214,0.0827712,0.0609374,0.0741545,-0.328626,0.0604893,0.0606324,0.0763886,0.0304221,0.0651544,0.0499964,0.782687,0.060565,0.0596287,0.0499062,0.0493432,0.0611981,0.0595498,0.0850463,0.643276,0.0652867,-0.00668687,0.0599418,0.0591942,0.0676037,0.0532341,0.0479589,0.0603649,1
0.0661414,0.0567128,0.163022,0.0610663,0.0600807,0.0597531,0.0663793,0.0593499,0.0609023,0.0600385,0.0636837,0.420505,0.0669209,0.0552405,0.0559309,-0.344341,0.0580753,0.278526,0.0600179,-0.00266201,0.0947609,0.0591714,-0.417623,0.0704802,0.0600536,0.075444,0.405805,0.0642081,0.0604568,0.0718163,0.0467485,0.054188,0.0627303,-0.461236,0.0590367,0.0588884,0.0460036,0.0604635,0.0683599,0.0594286,0.925332,0.700244,0.0368682,0.00614821,0.0599418,0.0586997,0.0605486,0.108777,0.0975854,0.061451,1
0.0582881,0.0530659,0.0994485,0.0600993,0.060066,0.0595894,0.0543447,0.059017,0.058418,0.0592548,0.0593816,-0.0191522,0.0679161,0.064603,0.0521875,-0.237494,0.058317,-0.242944,0.0599237,-0.0026793,0.0602367,0.0600191,-0.0942933,0.0499371,0.0605805,0.0627939,-0.923648,0.0615931,0.0593283,0.0647405,0.0671896,0.0667826,0.0496781,-0.301545,0.0595672,0.0611353,0.0570075,0.0548233,0.0597931,0.0602843,0.270227,0.178884,0.0578557,0.0441384,0.0599418,0.0603675,0.0650256,0.0729737,0.0611929,0.0605862,1
0.0280313,0.0551906,0.103346,0.0609082,0.0599376,0.0595047,0.0604545,0.0610108,0.0600039,0.0597259,0.058652,-0.580438,0.057655,0.0566347,0.0664779,0.224431,0.0620018,0.545405,0.0607987,-0.00269058,0.0751873,0.0602721,-0.289898,0.0709112,0.060586,0.0770942,-0.165065,0.0534324,0.0614797,0.046174,0.0126156,0.0557897,0.0695567,0.968051,0.060981,0.0592866,0.0874994,0.0779554,0.0589979,0.0595854,-0.507661,-0.358134,0.0718598,0.0496288,0.0599418,0.0592106,0.0673022,0.0292243,0.0362772,0.0595804,1
0.0706434,0.0593066,-0.00926501,0.0614942,0.0599376,0.0591749,0.0595007,0.0600804,0.056206,0.0601382,0.0539677,-0.703615,0.0581495,0.0593313,0.0588807,-0.405208,0.0555821,0.707473,0.0586389,-0.00269131,0.0447212,0.0590375,0.156081,0.0332498,0.0585717,0.0465142,0.604854,0.0645861,0.0600228,0.0623043,0.107054,0.0537009,0.0719003,0.807434,0.0596866,0.0582963,0.0439433,0.0751039,0.0612615,0.0608018,0.234809,-0.295166,0.0565031,0.0329972,0.0599418,0.0629517,0.0559222,0.0901007,0.0537632,0.0598447,1
0.0513949,0.0856305,0.0930968,0.0597967,0.0599376,0.0574054,0.0732211,0.0606598,0.0625208,0.0607974,0.0589072,-1.08769,0.069228,0.0563785,0.0622039,-0.792088,0.0560904,0.381925,0.0626725,-0.00270452,0.0892001,0.0598007,-0.448456,0.0663916,0.0606404,0.0950742,-0.517776,0.0552097,0.0608188,0.0579275,0.00917401,0.0602362,0.0785048,0.696637,0.059985,0.0598599,0.0573639,0.0854729,0.0618669,0.0595467,-0.776438,0.0121442,0.0386839,0.0311761,0.0599418,0.0591756,0.070591,0.0339276,0.059631,0.0600115,1
